Date,Station,Depth,Calculated Chlorophyll,Calculated Oxygen,Calculated SPM,Calculated Extinction Coefficient,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate
11/15/2011,3.0,11.0,2.0,9.0, 28,,6.79,13.85,,,,,
11/15/2011,3.0,12.0,2.1,9.0, 29,,6.83,13.85,,,,,
11/15/2011,3.0,13.0,2.1,9.0, 30,,6.84,13.85,,,,,
11/15/2011,2.0,1.0,2.3,9.3, 15,,2.47,14.17,,,,,
11/15/2011,2.0,2.0,2.3,9.3, 16,,2.66,14.09,,,,,
11/15/2011,2.0,3.0,2.5,9.3, 16,,2.78,14.05,,,,,
11/15/2011,2.0,4.0,2.4,9.2, 16,,3.03,13.95,,,,,
11/15/2011,2.0,5.0,2.5,9.2, 16,,3.45,13.88,,,,,
11/15/2011,2.0,6.0,2.6,9.1, 21,,4.22,13.86,,,,,
11/15/2011,2.0,7.0,2.9,9.0, 29,,4.57,13.85,,,,,
11/15/2011,2.0,8.0,3.3,9.0, 31,,4.64,13.85,,,,,
11/15/2011,2.0,9.0,3.9,9.0, 34,,4.64,13.85,,,,,
11/15/2011,2.0,10.0,4.6,9.0, 38,,4.69,13.85,,,,,
11/15/2011,2.0,11.0,5.1,9.0, 41,,4.70,13.85,,,,,
11/15/2011,2.0,12.0,5.1,9.0, 43,,4.70,13.85,,,,,
11/15/2011,649.0,1.0,11.2,9.3, 35,,1.91,13.99,,,,,
11/15/2011,649.0,2.0,11.2,9.3, 35,,1.95,13.97,,20.91,5.65,1.54,61.99
11/15/2011,649.0,3.0,11.0,9.3, 39,,1.97,13.96,,,,,
11/15/2011,649.0,4.0,11.8,9.2, 39,,2.02,13.93,,,,,
11/15/2011,649.0,5.0,12.4,9.2, 40,,2.19,13.88,,,,,
11/15/2011,649.0,6.0,12.2,9.2, 35,,2.27,13.87,,,,,
11/15/2011,649.0,7.0,11.1,9.2, 32,,2.30,13.88,,,,,
11/15/2011,649.0,8.0,10.0,9.2, 31,,2.29,13.88,,,,,
11/15/2011,649.0,9.0,9.2,9.2, 30,,2.29,13.88,,,,,
11/15/2011,649.0,10.0,9.4,9.2, 29,,2.29,13.88,,,,,
11/15/2011,649.0,11.0,9.6,9.2, 29,,2.29,13.88,,,,,
11/15/2011,649.0,12.0,10.2,9.2, 29,,2.29,13.89,,,,,
11/15/2011,649.0,13.0,10.2,9.2, 29,,2.29,13.89,,,,,
11/15/2011,657.0,1.0,2.4,9.5, 15,,0.07,12.41,,,,,
11/15/2011,657.0,2.0,2.4,9.5, 14,,0.07,12.41,,22.52,19.71,1.86,64.58
11/15/2011,657.0,3.0,2.2,9.5, 14,,0.07,12.41,,,,,
11/15/2011,657.0,4.0,2.2,9.5, 14,,0.07,12.41,,,,,
11/15/2011,657.0,5.0,2.3,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,6.0,2.1,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,7.0,1.9,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,8.0,1.9,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,9.0,2.0,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,10.0,2.0,9.5, 14,,0.07,12.42,,,,,
11/15/2011,657.0,11.0,2.0,9.5, 14,,0.07,12.42,,,,,
12/13/2011,34.0,1.0,,,,,25.36,9.91,,,,,
12/13/2011,34.0,2.0,,,,,25.57,10.01,,82.85,15.81,7.61,90.39
12/13/2011,34.0,3.0,,,,,25.62,10.12,,,,,
12/13/2011,34.0,4.0,,,,,25.62,10.14,,,,,
12/13/2011,34.0,5.0,,,,,25.65,10.16,,,,,
12/13/2011,34.0,6.0,,,,,25.69,10.18,,,,,
12/13/2011,34.0,7.0,,,,,25.69,10.19,,,,,
12/13/2011,34.0,8.0,,,,,25.69,10.19,,,,,
12/13/2011,34.0,9.0,,,,,25.70,10.20,,,,,
12/13/2011,33.0,2.0,,,,,25.83,10.41,,,,,
12/13/2011,32.0,1.0,,,,,26.59,10.63,,,,,
12/13/2011,32.0,2.0,,,,,26.64,10.68,,59.86,13.27,6.61,74.14
12/13/2011,32.0,3.0,,,,,26.70,10.78,,,,,
12/13/2011,32.0,4.0,,,,,26.69,10.80,,,,,
12/13/2011,32.0,5.0,,,,,26.73,10.84,,,,,
12/13/2011,32.0,6.0,,,,,26.77,10.89,,,,,
12/13/2011,32.0,7.0,,,,,26.78,10.90,,,,,
12/13/2011,32.0,8.0,,,,,26.81,10.91,,,,,
12/13/2011,32.0,9.0,,,,,26.81,10.94,,,,,
12/13/2011,32.0,10.0,,,,,26.80,10.94,,,,,
12/13/2011,32.0,11.0,,,,,26.80,10.94,,,,,
12/13/2011,31.0,2.0,,,,,27.12,10.92,,,,,
12/13/2011,30.0,1.0,,,,,27.44,10.83,,,,,
12/13/2011,30.0,2.0,,,,,27.48,10.90,,43.97,13.53,5.95,58.27
12/13/2011,30.0,3.0,,,,,27.48,10.98,,,,,
12/13/2011,30.0,4.0,,,,,27.52,11.03,,,,,
12/13/2011,30.0,5.0,,,,,27.58,11.11,,,,,
12/13/2011,30.0,6.0,,,,,27.64,11.15,,,,,
12/13/2011,30.0,7.0,,,,,27.66,11.20,,,,,
12/13/2011,30.0,8.0,,,,,27.69,11.21,,,,,
12/13/2011,30.0,9.0,,,,,27.71,11.24,,,,,
12/13/2011,30.0,10.0,,,,,27.71,11.24,,,,,
12/13/2011,30.0,11.0,,,,,27.70,11.26,,,,,
12/13/2011,30.0,12.0,,,,,27.72,11.25,,,,,
12/13/2011,29.5,2.0,,,,,27.59,11.05,,,,,
12/13/2011,29.0,2.0,,,,,28.02,11.02,,,,,
12/13/2011,28.0,2.0,,,,,28.12,11.13,,,,,
12/13/2011,27.0,1.0,,,,,28.28,11.14,,,,,
12/13/2011,27.0,2.0,,,,,28.25,11.18,,31.98,9.58,4.94,56.51
12/13/2011,27.0,3.0,,,,,28.25,11.21,,,,,
12/13/2011,27.0,4.0,,,,,28.26,11.23,,,,,
12/13/2011,27.0,5.0,,,,,28.24,11.26,,,,,
12/13/2011,27.0,6.0,,,,,28.25,11.26,,,,,
12/13/2011,27.0,7.0,,,,,28.27,11.27,,,,,
12/13/2011,27.0,8.0,,,,,28.27,11.29,,,,,
12/13/2011,27.0,9.0,,,,,28.27,11.29,,,,,
12/13/2011,27.0,10.0,,,,,28.27,11.27,,,,,
12/13/2011,27.0,11.0,,,,,28.26,11.31,,,,,
12/13/2011,27.0,12.0,,,,,28.26,11.29,,,,,
12/13/2011,26.0,2.0,,,,,28.46,11.27,,,,,
12/13/2011,25.0,2.0,,,,,28.54,11.39,,,,,
12/13/2011,24.0,1.0,,,,,28.62,11.45,,,,,
12/13/2011,24.0,2.0,,,,,28.68,11.46,,27.05,11.55,3.56,59.69
12/13/2011,24.0,3.0,,,,,28.67,11.47,,,,,
12/13/2011,24.0,4.0,,,,,28.67,11.49,,,,,
12/13/2011,24.0,5.0,,,,,28.67,11.49,,,,,
12/13/2011,24.0,6.0,,,,,28.66,11.50,,,,,
12/13/2011,24.0,7.0,,,,,28.66,11.51,,,,,
12/13/2011,24.0,8.0,,,,,28.66,11.51,,,,,
12/13/2011,24.0,9.0,,,,,28.66,11.51,,,,,
12/13/2011,24.0,10.0,,,,,28.65,11.52,,,,,
12/13/2011,24.0,11.0,,,,,28.64,11.52,,,,,
12/13/2011,23.0,2.0,,,,,28.93,11.44,,,,,
12/13/2011,22.0,2.0,,,,,29.24,11.08,,,,,
12/13/2011,21.0,1.0,,,,,28.90,11.06,,,,,
12/13/2011,21.0,2.0,,,,,28.97,11.09,,20.83,9.48,2.86,55.48
12/13/2011,21.0,3.0,,,,,29.01,11.10,,,,,
12/13/2011,21.0,4.0,,,,,29.06,11.11,,,,,
12/13/2011,21.0,5.0,,,,,29.11,11.12,,,,,
12/13/2011,21.0,6.0,,,,,29.15,11.12,,,,,
12/13/2011,21.0,7.0,,,,,29.19,11.14,,,,,
12/13/2011,21.0,8.0,,,,,29.19,11.15,,,,,
12/13/2011,21.0,9.0,,,,,29.22,11.16,,,,,
12/13/2011,21.0,10.0,,,,,29.23,11.17,,,,,
12/13/2011,21.0,11.0,,,,,29.32,11.18,,,,,
12/13/2011,21.0,12.0,,,,,29.36,11.19,,,,,
12/13/2011,21.0,13.0,,,,,29.39,11.19,,,,,
12/13/2011,21.0,14.0,,,,,29.47,11.20,,,,,
12/13/2011,21.0,15.0,,,,,29.54,11.21,,,,,
12/13/2011,21.0,16.0,,,,,29.57,11.22,,,,,
12/13/2011,21.0,17.0,,,,,29.58,11.23,,,,,
12/13/2011,21.0,18.0,,,,,29.58,11.23,,,,,
12/13/2011,21.0,19.0,,,,,29.57,11.21,,,,,
12/13/2011,20.0,2.0,,,,,29.68,11.14,,,,,
12/13/2011,18.0,1.0,,,,,29.71,11.11,,,,,
12/13/2011,18.0,2.0,,,,,29.69,11.11,,17.26,7.69,2.10,49.21
12/13/2011,18.0,3.0,,,,,29.92,11.10,,,,,
12/13/2011,18.0,4.0,,,,,29.96,11.10,,,,,
12/13/2011,18.0,5.0,,,,,29.99,11.10,,,,,
12/13/2011,18.0,6.0,,,,,30.00,11.10,,,,,
12/13/2011,18.0,7.0,,,,,30.04,11.11,,,,,
12/13/2011,18.0,8.0,,,,,30.03,11.11,,,,,
12/13/2011,18.0,9.0,,,,,30.06,11.11,,,,,
12/13/2011,18.0,10.0,,,,,30.06,11.11,,,,,
12/13/2011,18.0,11.0,,,,,30.09,11.12,,,,,
12/13/2011,18.0,12.0,,,,,30.09,11.12,,,,,
12/13/2011,18.0,13.0,,,,,30.10,11.12,,,,,
12/13/2011,18.0,14.0,,,,,30.13,11.12,,,,,
12/13/2011,18.0,15.0,,,,,30.13,11.12,,,,,
12/13/2011,18.0,16.0,,,,,30.17,11.13,,,,,
12/13/2011,18.0,17.0,,,,,30.19,11.14,,,,,
12/13/2011,18.0,18.0,,,,,30.19,11.14,,,,,
12/13/2011,18.0,19.0,,,,,30.21,11.14,,,,,
12/13/2011,18.0,20.0,,,,,30.21,11.14,,,,,
12/13/2011,18.0,21.0,,,,,30.22,11.14,,,,,
12/13/2011,18.0,22.0,,,,,30.23,11.14,,,,,
12/13/2011,18.0,23.0,,,,,30.24,11.14,,,,,
12/13/2011,18.0,24.0,,,,,30.24,11.15,,,,,
12/13/2011,18.0,25.0,,,,,30.24,11.15,,,,,
12/13/2011,18.0,26.0,,,,,30.24,11.15,,,,,
12/13/2011,18.0,27.0,,,,,30.25,11.15,,,,,
12/13/2011,18.0,28.0,,,,,30.25,11.15,,,,,
12/13/2011,18.0,29.0,,,,,30.27,11.15,,,,,
12/13/2011,18.0,30.0,,,,,30.27,11.15,,,,,
12/13/2011,18.0,31.0,,,,,30.29,11.15,,,,,
12/13/2011,18.0,32.0,,,,,30.31,11.15,,,,,
12/13/2011,18.0,33.0,,,,,30.37,11.15,,,,,
12/13/2011,18.0,34.0,,,,,30.38,11.16,,,,,
12/13/2011,18.0,35.0,,,,,30.40,11.16,,,,,
12/13/2011,18.0,36.0,,,,,30.50,11.18,,,,,
12/13/2011,18.0,37.0,,,,,30.62,11.19,,,,,
12/13/2011,18.0,38.0,,,,,30.61,11.19,,,,,
12/13/2011,18.0,39.0,,,,,30.63,11.19,,,,,
12/13/2011,18.0,40.0,,,,,30.63,11.19,,,,,
12/13/2011,18.0,41.0,,,,,30.62,11.19,,,,,
12/13/2011,18.0,42.0,,,,,30.62,11.19,,,,,
12/13/2011,18.0,43.0,,,,,30.62,11.19,,,,,
12/13/2011,18.0,44.0,,,,,30.63,11.19,,,,,
12/13/2011,18.0,45.0,,,,,30.63,11.19,,,,,
12/13/2011,18.0,46.0,,,,,30.62,11.19,,,,,
12/13/2011,17.0,2.0,3.8,,  7,,28.41,10.69,,,,,
12/13/2011,16.0,2.0,4.6,,  7,,27.66,10.62,,,,,
12/13/2011,15.0,1.0,,,,,25.85,10.68,,,,,
12/13/2011,15.0,2.0,2.6,, 11,,26.18,10.77,,21.60,7.79,2.38,50.47
12/13/2011,15.0,3.0,,,,,26.41,10.78,,,,,
12/13/2011,15.0,4.0,,,,,26.61,10.78,,,,,
12/13/2011,15.0,5.0,,,,,26.69,10.79,,,,,
12/13/2011,15.0,6.0,,,,,26.79,10.80,,,,,
12/13/2011,15.0,7.0,,,,,26.85,10.81,,,,,
12/13/2011,15.0,8.0,,,,,27.20,10.85,,,,,
12/13/2011,15.0,9.0,,,,,27.26,10.87,,,,,
12/13/2011,15.0,10.0,,,,,27.35,10.88,,,,,
12/13/2011,15.0,11.0,,,,,27.54,10.89,,,,,
12/13/2011,15.0,12.0,,,,,27.73,10.92,,,,,
12/13/2011,15.0,13.0,,,,,27.83,10.94,,,,,
12/13/2011,15.0,14.0,,,,,28.13,10.97,,,,,
12/13/2011,15.0,15.0,,,,,28.28,10.99,,,,,
12/13/2011,15.0,16.0,,,,,28.41,11.01,,,,,
12/13/2011,15.0,17.0,,,,,28.58,11.03,,,,,
12/13/2011,15.0,18.0,,,,,28.71,11.05,,,,,
12/13/2011,15.0,19.0,,,,,28.87,11.07,,,,,
12/13/2011,15.0,20.0,,,,,28.94,11.08,,,,,
12/13/2011,15.0,21.0,,,,,28.95,11.09,,,,,
12/13/2011,15.0,22.0,,,,,28.95,11.08,,,,,
12/13/2011,15.0,23.0,,,,,28.94,11.10,,,,,
12/13/2011,15.0,24.0,,,,,28.94,11.09,,,,,
12/13/2011,15.0,25.0,,,,,28.94,11.09,,,,,
12/13/2011,14.0,2.0,,,,,26.17,11.00,,,,,
12/13/2011,13.0,1.0,,,,,24.66,10.71,,,,,
12/13/2011,13.0,2.0,2.1,,  8,,25.49,10.73,,22.19,8.09,2.36,49.78
12/13/2011,13.0,3.0,,,,,25.96,10.81,,,,,
12/13/2011,13.0,4.0,,,,,26.08,10.84,,,,,
12/13/2011,13.0,5.0,,,,,26.22,10.89,,,,,
12/13/2011,13.0,6.0,,,,,26.16,10.88,,,,,
12/13/2011,13.0,7.0,,,,,26.53,10.91,,,,,
12/13/2011,13.0,8.0,,,,,26.57,10.93,,,,,
12/13/2011,13.0,9.0,,,,,26.55,10.93,,,,,
12/13/2011,13.0,10.0,,,,,26.53,10.95,,,,,
12/13/2011,13.0,11.0,,,,,26.55,10.94,,,,,
12/13/2011,12.0,2.0,1.9,, 11,,21.28,10.45,,,,,
12/13/2011,11.0,2.0,1.1,, 12,,19.47,10.44,,,,,
12/13/2011,10.0,2.0,1.3,, 12,,18.35,10.41,,,,,
12/13/2011,9.0,1.0,,,,,17.17,10.36,,,,,
12/13/2011,9.0,2.0,1.6,, 12,,17.30,10.39,,26.44,11.75,2.31,100.55
12/13/2011,9.0,3.0,,,,,17.33,10.42,,,,,
12/13/2011,9.0,4.0,,,,,18.08,10.41,,,,,
12/13/2011,9.0,5.0,,,,,18.62,10.45,,,,,
12/13/2011,9.0,6.0,,,,,19.11,10.47,,,,,
12/13/2011,9.0,7.0,,,,,19.56,10.51,,,,,
12/13/2011,9.0,8.0,,,,,19.70,10.53,,,,,
12/13/2011,9.0,9.0,,,,,19.85,10.54,,,,,
12/13/2011,9.0,10.0,,,,,19.96,10.55,,,,,
12/13/2011,9.0,11.0,,,,,20.23,10.56,,,,,
12/13/2011,9.0,12.0,,,,,20.47,10.57,,,,,
12/13/2011,9.0,13.0,,,,,20.79,10.59,,,,,
12/13/2011,9.0,14.0,,,,,21.06,10.60,,,,,
12/13/2011,9.0,15.0,,,,,21.23,10.61,,,,,
12/13/2011,9.0,16.0,,,,,21.27,10.61,,,,,
12/13/2011,9.0,17.0,,,,,21.33,10.62,,,,,
12/13/2011,9.0,18.0,,,,,21.51,10.62,,,,,
12/13/2011,9.0,19.0,,,,,21.57,10.63,,,,,
12/13/2011,9.0,20.0,,,,,21.59,10.63,,,,,
12/13/2011,9.0,21.0,,,,,21.62,10.63,,,,,
12/13/2011,9.0,22.0,,,,,21.62,10.63,,,,,
12/13/2011,9.0,23.0,,,,,21.62,10.63,,,,,
12/13/2011,9.0,24.0,,,,,21.62,10.63,,,,,
12/13/2011,9.0,25.0,,,,,21.63,10.63,,,,,
12/13/2011,9.0,26.0,,,,,21.61,10.62,,,,,
12/13/2011,9.0,27.0,,,,,21.62,10.63,,,,,
12/13/2011,9.0,28.0,,,,,21.61,10.63,,,,,
12/13/2011,9.0,29.0,,,,,21.60,10.64,,,,,
12/13/2011,9.0,30.0,,,,,21.60,10.63,,,,,
12/13/2011,9.0,31.0,,,,,21.60,10.63,,,,,
12/13/2011,9.0,32.0,,,,,21.60,10.63,,,,,
12/13/2011,8.0,2.0,2.2,, 15,,16.19,10.06,,,,,
12/13/2011,7.0,2.0,2.1,, 12,,13.60,10.08,,,,,
12/13/2011,6.0,1.0,,,,,9.38,9.82,,,,,
12/13/2011,6.0,2.0,2.1,, 12,,9.83,9.85,,29.00,12.43,2.12,153.69
12/13/2011,6.0,3.0,,,,,10.36,9.88,,,,,
12/13/2011,6.0,4.0,,,,,11.02,9.90,,,,,
12/13/2011,6.0,5.0,,,,,11.37,9.94,,,,,
12/13/2011,6.0,6.0,,,,,11.62,9.97,,,,,
12/13/2011,6.0,7.0,,,,,11.80,9.99,,,,,
12/13/2011,6.0,8.0,,,,,12.31,10.04,,,,,
12/13/2011,6.0,9.0,,,,,13.63,10.12,,,,,
12/13/2011,6.0,10.0,,,,,13.76,10.17,,,,,
12/13/2011,6.0,11.0,,,,,13.79,10.18,,,,,
12/13/2011,6.0,12.0,,,,,13.81,10.18,,,,,
12/13/2011,5.0,2.0,1.5,, 12,,7.19,9.81,,,,,
12/13/2011,4.0,2.0,1.3,, 13,,6.01,9.71,,,,,
12/13/2011,3.0,1.0,,,,,3.59,9.74,,,,,
12/13/2011,3.0,2.0,1.7,, 14,,3.71,9.77,,29.32,12.53,1.95,154.31
12/13/2011,3.0,3.0,,,,,4.09,9.70,,,,,
12/13/2011,3.0,4.0,,,,,4.10,9.69,,,,,
12/13/2011,3.0,5.0,,,,,4.42,9.66,,,,,
12/13/2011,3.0,6.0,,,,,4.24,9.67,,,,,
12/13/2011,3.0,7.0,,,,,4.51,9.68,,,,,
12/13/2011,3.0,8.0,,,,,4.81,9.67,,,,,
12/13/2011,3.0,9.0,,,,,5.23,9.70,,,,,
12/13/2011,3.0,10.0,,,,,5.98,9.73,,,,,
12/13/2011,3.0,11.0,,,,,6.23,9.74,,,,,
12/13/2011,3.0,12.0,,,,,6.27,9.75,,,,,
12/13/2011,3.0,13.0,,,,,6.30,9.75,,,,,
12/13/2011,3.0,14.0,,,,,6.29,9.75,,,,,
12/13/2011,2.0,2.0,1.8,, 14,,2.96,9.54,,,,,
12/13/2011,649.0,1.0,,,,,1.08,9.43,,,,,
12/13/2011,649.0,2.0,1.9,, 12,,1.09,9.48,,27.24,14.47,2.08,259.67
12/13/2011,649.0,3.0,,,,,1.20,9.43,,,,,
12/13/2011,649.0,4.0,,,,,1.52,9.38,,,,,
12/13/2011,649.0,5.0,,,,,1.83,9.39,,,,,
12/13/2011,649.0,6.0,,,,,2.08,9.41,,,,,
12/13/2011,649.0,7.0,,,,,2.22,9.44,,,,,
12/13/2011,649.0,8.0,,,,,2.23,9.45,,,,,
12/13/2011,649.0,9.0,,,,,2.24,9.45,,,,,
12/13/2011,649.0,10.0,,,,,2.24,9.45,,,,,
12/13/2011,649.0,11.0,,,,,2.24,9.45,,,,,
12/13/2011,649.0,12.0,,,,,2.24,9.45,,,,,
12/13/2011,649.0,13.0,,,,,2.24,9.46,,,,,
12/13/2011,657.0,1.0,,,,,0.08,9.09,,,,,
12/13/2011,657.0,2.0,1.7,, 10,,0.08,9.06,,19.14,16.46,1.87,283.86
12/13/2011,657.0,3.0,,,,,0.08,9.01,,,,,
12/13/2011,657.0,4.0,,,,,0.08,8.98,,,,,
12/13/2011,657.0,5.0,,,,,0.08,8.96,,,,,
12/13/2011,657.0,6.0,,,,,0.08,8.96,,,,,
12/13/2011,657.0,7.0,,,,,0.08,8.95,,,,,
12/13/2011,657.0,8.0,,,,,0.08,8.95,,,,,
12/13/2011,657.0,9.0,,,,,0.08,8.97,,,,,
12/13/2011,657.0,10.0,,,,,0.08,8.93,,,,,
12/13/2011,657.0,11.0,,,,,0.08,8.93,,,,,
1/10/2012,34.0,1.0,6.4,8.7, 81,,24.86,10.40,,,,,
1/10/2012,34.0,2.0,6.4,8.7, 73,,25.02,10.45,5.61,87.13,13.22,6.45,90.06
1/10/2012,34.0,3.0,6.3,8.7, 69,,25.14,10.51,,,,,
1/10/2012,34.0,4.0,6.2,8.7, 71,,25.22,10.54,,,,,
1/10/2012,34.0,5.0,6.3,8.7, 74,,25.24,10.55,,,,,
1/10/2012,33.0,1.0,5.7,8.8, 39,,25.85,10.70,,,,,
1/10/2012,33.0,2.0,5.7,8.7, 43,,25.93,10.74,,,,,
1/10/2012,33.0,3.0,5.6,8.7, 54,,26.04,10.80,,,,,
1/10/2012,33.0,4.0,5.6,8.7, 58,,26.06,10.81,,,,,
1/10/2012,33.0,5.0,5.6,8.7, 60,,26.08,10.82,,,,,
1/10/2012,33.0,6.0,5.6,8.7, 63,,26.15,10.84,,,,,
1/10/2012,33.0,7.0,5.6,8.7, 74,,26.24,10.87,,,,,
1/10/2012,33.0,8.0,5.6,8.7, 77,,26.25,10.88,,,,,
1/10/2012,33.0,9.0,5.6,8.7, 79,,26.26,10.88,,,,,
1/10/2012,33.0,10.0,5.6,8.7, 80,,26.26,10.88,,,,,
1/10/2012,33.0,11.0,5.6,8.7, 78,,26.27,10.88,,,,,
1/10/2012,33.0,12.0,5.6,8.7, 88,,26.28,10.89,,,,,
1/10/2012,32.0,1.0,5.3,8.7, 30,,26.16,10.78,,,,,
1/10/2012,32.0,2.0,5.3,8.7, 38,,26.28,10.84,4.20,72.07,10.17,6.22,81.21
1/10/2012,32.0,3.0,5.3,8.7, 50,,26.35,10.86,,,,,
1/10/2012,32.0,4.0,5.3,8.6, 59,,26.40,10.87,,,,,
1/10/2012,32.0,5.0,5.3,8.6, 63,,26.45,10.88,,,,,
1/10/2012,32.0,6.0,5.4,8.6, 64,,26.47,10.89,,,,,
1/10/2012,32.0,7.0,5.4,8.6, 69,,26.50,10.90,,,,,
1/10/2012,32.0,8.0,5.4,8.6, 74,,26.51,10.90,,,,,
1/10/2012,32.0,9.0,5.4,8.6, 77,,26.52,10.90,,,,,
1/10/2012,32.0,10.0,5.5,8.6, 82,,26.53,10.90,,,,,
1/10/2012,32.0,11.0,5.5,8.6, 90,,26.55,10.91,,,,,
1/10/2012,31.0,1.0,4.5,8.6, 25,,26.90,10.97,,,,,
1/10/2012,31.0,2.0,4.5,8.6, 30,,26.96,10.99,,,,,
1/10/2012,31.0,3.0,4.5,8.6, 35,,27.01,11.00,,,,,
1/10/2012,31.0,4.0,4.5,8.6, 38,,27.04,11.01,,,,,
1/10/2012,31.0,5.0,4.5,8.6, 41,,27.05,11.01,,,,,
1/10/2012,31.0,6.0,4.6,8.6, 46,,27.08,11.03,,,,,
1/10/2012,31.0,7.0,4.7,8.6, 56,,27.12,11.04,,,,,
1/10/2012,31.0,8.0,4.8,8.5, 68,,27.17,11.04,,,,,
1/10/2012,31.0,9.0,4.8,8.5, 82,,27.29,11.03,,,,,
1/10/2012,31.0,10.0,4.8,8.5, 87,,27.42,11.01,,,,,
1/10/2012,31.0,11.0,4.8,8.5, 88,,27.49,11.00,,,,,
1/10/2012,30.0,1.0,4.1,8.6, 26,,27.05,10.82,,,,,
1/10/2012,30.0,2.0,4.1,8.5, 30,,27.42,10.93,2.58,50.72,11.00,4.73,69.84
1/10/2012,30.0,3.0,3.9,8.5, 32,,27.38,10.92,,,,,
1/10/2012,30.0,4.0,3.8,8.5, 32,,27.43,10.93,,,,,
1/10/2012,30.0,5.0,3.7,8.5, 35,,27.60,10.95,,,,,
1/10/2012,30.0,6.0,3.7,8.4, 38,,27.66,10.94,,,,,
1/10/2012,30.0,7.0,3.7,8.4, 41,,27.68,10.92,,,,,
1/10/2012,30.0,8.0,3.8,8.4, 44,,27.68,10.91,,,,,
1/10/2012,30.0,9.0,3.9,8.4, 47,,27.70,10.90,,,,,
1/10/2012,30.0,10.0,3.9,8.4, 52,,27.74,10.89,,,,,
1/10/2012,30.0,11.0,4.0,8.4, 66,,27.77,10.90,,,,,
1/10/2012,30.0,12.0,4.0,8.4, 74,,27.78,10.91,,,,,
1/10/2012,29.5,1.0,3.3,8.4, 17,,27.59,10.66,,,,,
1/10/2012,29.5,2.0,3.3,8.4, 17,,27.63,10.70,,,,,
1/10/2012,29.5,3.0,3.3,8.4, 19,,27.71,10.79,,,,,
1/10/2012,29.5,4.0,3.3,8.4, 20,,27.80,10.83,,,,,
1/10/2012,29.5,5.0,3.3,8.3, 23,,27.87,10.86,,,,,
1/10/2012,29.5,6.0,3.4,8.3, 29,,27.92,10.89,,,,,
1/10/2012,29.5,7.0,3.4,8.3, 39,,27.92,10.89,,,,,
1/10/2012,29.5,8.0,3.5,8.3, 42,,27.92,10.89,,,,,
1/10/2012,29.5,9.0,3.6,8.3, 45,,27.92,10.89,,,,,
1/10/2012,29.5,10.0,3.6,8.3, 44,,27.92,10.89,,,,,
1/10/2012,29.5,11.0,3.6,8.3, 43,,27.92,10.89,,,,,
1/10/2012,29.5,12.0,3.6,8.3, 44,,27.92,10.89,,,,,
1/10/2012,29.5,13.0,3.6,8.3, 43,,27.92,10.89,,,,,
1/10/2012,29.5,14.0,3.6,8.2, 46,,27.92,10.89,,,,,
1/10/2012,29.0,1.0,2.9,8.3, 16,,27.92,10.74,,,,,
1/10/2012,29.0,2.0,2.9,8.3, 17,,27.95,10.79,,,,,
1/10/2012,29.0,3.0,2.9,8.3, 19,,27.98,10.82,,,,,
1/10/2012,29.0,4.0,3.0,8.3, 22,,27.99,10.84,,,,,
1/10/2012,29.0,5.0,3.1,8.3, 24,,28.00,10.85,,,,,
1/10/2012,29.0,6.0,3.1,8.3, 24,,28.00,10.85,,,,,
1/10/2012,29.0,7.0,3.2,8.3, 27,,28.00,10.86,,,,,
1/10/2012,29.0,8.0,3.2,8.3, 29,,28.01,10.86,,,,,
1/10/2012,29.0,9.0,3.3,8.3, 30,,28.01,10.86,,,,,
1/10/2012,29.0,10.0,3.3,8.3, 32,,28.02,10.87,,,,,
1/10/2012,29.0,11.0,3.3,8.3, 35,,28.03,10.87,,,,,
1/10/2012,29.0,12.0,3.3,8.3, 36,,28.03,10.87,,,,,
1/10/2012,29.0,13.0,3.4,8.3, 36,,28.04,10.87,,,,,
1/10/2012,29.0,14.0,3.4,8.3, 38,,28.04,10.88,,,,,
1/10/2012,28.0,1.0,2.9,8.3, 16,,28.10,10.70,,,,,
1/10/2012,28.0,2.0,2.9,8.3, 17,,28.14,10.76,,,,,
1/10/2012,28.0,3.0,2.9,8.2, 19,,28.16,10.79,,,,,
1/10/2012,28.0,4.0,2.9,8.2, 20,,28.17,10.79,,,,,
1/10/2012,28.0,5.0,2.9,8.2, 21,,28.18,10.79,,,,,
1/10/2012,28.0,6.0,3.0,8.2, 22,,28.20,10.78,,,,,
1/10/2012,28.0,7.0,3.0,8.2, 22,,28.22,10.78,,,,,
1/10/2012,28.0,8.0,3.0,8.2, 23,,28.24,10.77,,,,,
1/10/2012,28.0,9.0,3.0,8.2, 24,,28.27,10.75,,,,,
1/10/2012,28.0,10.0,3.0,8.2, 25,,28.29,10.74,,,,,
1/10/2012,28.0,11.0,3.0,8.2, 26,,28.30,10.74,,,,,
1/10/2012,28.0,12.0,3.0,8.2, 27,,28.30,10.73,,,,,
1/10/2012,28.0,13.0,3.0,8.2, 30,,28.31,10.73,,,,,
1/10/2012,27.0,1.0,3.2,8.2, 16,,28.37,10.67,,,,,
